time,customer_id,product_id,price,discount,status
2024-04-11 22:24:28,12770,632,20.12,1.01,paid
2024-04-22 14:33:57,10291,953,34.16,1.02,paid
2024-04-19 12:40:58,10614,1109,18.53,4.63,paid
2024-06-04 16:22:03,12607,543,10.61,1.7,paid
2024-05-29 14:52:18,10317,1338,51.24,1.54,paid
2024-06-02 20:02:34,11614,1225,72.81,8.01,refunded
2024-04-21 10:21:50,10632,512,37.88,4.17,placed
2024-05-10 10:19:44,11911,1166,16.55,2.65,paid
2024-05-18 12:52:32,10225,1456,30.0,4.8,paid
2024-04-10 16:15:56,11385,1321,38.61,3.47,placed
2024-04-18 18:03:52,12385,1015,34.49,7.24,paid
2024-05-12 12:42:23,11397,837,15.51,0.78,refunded
2024-06-08 18:06:12,12272,824,65.92,5.93,paid
2024-04-10 12:15:17,11468,1294,18.06,3.43,paid
2024-04-04 07:38:41,12154,1146,23.87,2.63,cancelled
2024-04-07 12:55:09,11690,957,24.92,2.24,paid
2024-05-30 15:04:01,12640,919,34.91,5.93,paid
2024-06-02 19:52:08,11049,1122,26.26,1.84,paid
2024-04-16 16:01:15,12737,817,18.23,2.01,paid
2024-04-18 09:55:16,12437,1099,56.95,14.24,paid
2024-05-11 19:09:58,12251,891,23.45,4.22,cancelled
2024-04-22 12:26:51,12247,972,18.59,1.3,paid
2024-05-04 11:12:38,11405,1366,17.49,0.87,paid
2024-04-28 12:38:41,12449,1490,35.21,0.7,paid
2024-06-27 19:12:27,11223,758,10.95,1.2,cancelled
2024-05-28 14:03:00,11895,500,28.76,8.05,cancelled
2024-04-19 08:01:21,11162,1491,21.21,2.76,paid
2024-05-07 08:13:12,11002,1015,15.64,3.13,paid
2024-06-01 15:37:14,10616,526,25.78,1.55,refunded
2024-06-18 14:40:05,12549,743,13.62,0.27,paid
2024-06-09 17:21:30,11803,1019,11.67,0.58,refunded
2024-05-29 03:33:28,12976,807,17.19,2.92,paid
2024-04-27 05:57:46,11288,1163,28.47,2.56,placed
2024-06-10 03:47:11,12249,549,44.78,5.82,paid
2024-06-27 19:32:11,11854,1414,28.84,1.44,paid
2024-06-01 19:36:40,11146,808,13.88,0.0,cancelled
2024-06-04 11:58:25,12625,612,30.58,3.36,placed
2024-05-09 08:00:17,11923,762,54.89,0.0,paid
2024-04-12 17:30:27,12990,955,44.84,12.11,paid
2024-04-06 17:47:34,12394,833,18.5,2.78,refunded
2024-06-11 16:14:01,11342,1009,22.78,5.01,paid
2024-04-19 16:02:15,11939,840,10.23,0.82,paid
2024-04-16 11:32:32,11364,614,50.35,5.54,paid
2024-06-10 10:42:59,11839,830,24.23,2.67,paid
2024-06-01 12:42:49,12118,812,45.45,4.55,cancelled
2024-04-01 10:10:54,12499,1189,57.0,7.41,paid
2024-06-09 11:55:41,11827,1228,37.03,0.74,paid
2024-05-05 17:54:38,10316,697,14.59,2.04,paid
2024-06-22 03:51:50,11488,1491,29.29,6.44,paid
2024-05-21 20:31:08,10248,639,44.54,1.34,paid
2024-05-06 07:11:59,12438,625,31.06,2.8,paid
2024-06-29 08:57:25,12444,619,28.74,5.17,paid
2024-05-28 19:11:44,12733,1264,40.59,4.46,refunded
2024-04-30 07:53:01,12437,540,51.42,3.6,paid
2024-06-14 04:20:44,12273,567,26.16,2.88,cancelled
2024-05-31 19:48:20,10576,711,39.13,5.87,cancelled
2024-06-22 20:29:00,12618,688,26.41,4.75,placed
2024-04-22 14:45:45,12936,1141,57.0,6.84,paid
2024-05-23 14:27:15,10524,897,47.57,5.71,paid
2024-04-30 11:12:44,12540,1196,14.81,1.48,paid
2024-04-13 10:59:53,11683,521,26.35,0.0,paid
2024-05-22 15:39:42,11868,698,26.7,0.0,paid
2024-04-14 10:30:13,11762,788,27.53,4.13,placed
2024-06-18 08:36:51,12219,527,31.97,2.88,paid
2024-05-11 18:48:08,12045,725,25.89,1.55,refunded
2024-05-04 10:17:10,10418,1399,14.34,0.29,paid
2024-04-04 08:11:33,12156,731,45.25,2.26,paid
2024-06-05 20:38:31,11987,999,19.09,0.95,paid
2024-05-08 00:32:40,11979,588,40.26,2.01,paid
2024-04-21 20:26:20,12596,867,33.42,7.02,paid
2024-05-09 11:59:08,10925,1004,16.07,0.16,paid
2024-04-23 21:00:24,12311,911,43.93,1.32,paid
2024-05-13 08:39:39,12482,667,17.06,1.36,paid
2024-06-07 20:50:34,11853,798,30.93,4.95,paid
2024-06-11 19:56:34,11828,652,19.13,1.34,refunded
2024-05-28 10:34:05,10345,580,17.72,1.59,paid
2024-06-12 22:27:58,10566,1051,47.79,13.38,paid
2024-05-13 23:36:10,10937,888,20.43,2.25,paid
2024-06-29 10:46:48,10998,1166,12.17,0.0,cancelled
2024-05-02 22:51:17,10770,1407,26.94,0.54,paid
2024-04-04 18:49:54,12746,973,20.13,2.42,paid
2024-06-16 12:19:51,10316,698,24.45,1.71,paid
2024-05-12 12:33:40,10059,620,37.06,4.45,paid
2024-06-30 03:28:00,10076,1343,37.0,2.59,paid
2024-06-11 11:51:16,10309,1167,45.47,5.46,paid
2024-06-22 19:38:56,11837,850,35.23,4.93,paid
2024-06-20 01:25:40,11135,805,45.56,9.57,paid
2024-06-18 17:13:50,11266,519,19.17,0.0,paid
2024-05-25 20:47:23,10502,1089,40.08,4.41,paid
2024-06-09 19:19:07,10904,612,17.94,2.87,paid
2024-05-13 07:17:08,12393,1110,24.8,3.72,refunded
2024-05-17 08:42:32,10829,1223,25.55,4.34,paid
2024-05-20 18:46:44,10738,966,21.54,3.88,refunded
2024-04-12 11:10:27,11340,1198,20.7,3.31,paid
2024-04-09 18:47:11,10381,1251,82.36,4.94,paid
2024-04-19 18:48:59,12295,731,39.64,1.98,paid
2024-05-16 11:39:32,10566,1314,30.47,0.0,paid
2024-04-05 11:16:38,12828,778,12.66,1.65,paid
2024-05-14 11:58:20,12524,1290,34.29,0.34,paid
2024-05-08 20:50:53,11219,1017,43.04,3.87,paid
2024-06-24 20:50:14,12235,885,23.87,3.1,paid
2024-05-05 12:46:47,11659,636,16.82,1.18,paid
2024-04-08 09:23:45,12229,914,30.74,4.0,paid
2024-04-21 18:18:28,10392,580,38.86,7.38,paid
2024-05-17 22:02:09,10180,803,34.84,5.57,paid
2024-06-09 20:32:31,12939,813,36.39,4.73,paid
2024-04-25 20:39:51,12017,938,7.35,0.0,placed
2024-06-01 12:09:45,12934,754,10.15,1.93,paid
2024-04-13 11:22:25,10567,1188,25.59,3.33,paid
2024-06-13 21:01:30,10054,1336,27.18,0.0,paid
2024-06-30 19:59:08,12337,1227,38.0,7.98,cancelled
2024-06-19 18:16:31,12170,928,19.19,0.0,paid
2024-06-20 18:39:08,10025,576,17.93,1.79,paid
2024-06-28 13:22:02,10342,988,24.39,1.22,paid
2024-04-04 12:50:02,12980,915,23.98,0.48,placed
2024-05-29 00:46:27,10990,1309,25.36,5.58,paid
2024-06-09 10:48:24,10866,1088,26.38,2.11,placed
2024-06-21 17:41:58,11276,1096,20.16,1.61,paid
2024-05-19 05:46:55,10901,1232,37.53,3.38,paid
2024-05-14 15:10:54,10356,1143,35.71,2.14,refunded
2024-05-13 12:00:41,10157,1393,21.85,2.18,paid
2024-04-07 20:18:18,11216,602,30.46,1.22,paid
2024-05-10 18:27:41,12087,1457,18.66,0.56,paid
2024-06-23 10:11:14,12174,1371,37.12,5.57,paid
2024-05-23 15:41:49,11609,756,79.77,12.76,paid
2024-05-13 15:18:40,11665,1351,10.81,2.7,paid
2024-05-04 15:45:36,11354,964,42.64,7.25,paid
2024-04-07 07:24:25,11413,1139,66.6,2.0,paid
2024-05-13 11:32:01,12447,1017,25.9,1.3,paid
2024-05-09 13:04:43,11608,1110,9.41,1.6,paid
2024-04-20 20:23:40,10402,620,41.62,6.66,paid
2024-04-12 13:30:42,12527,1430,23.39,3.04,placed
2024-05-02 12:47:11,10940,554,28.26,1.41,refunded
2024-05-18 12:38:42,10683,764,24.86,2.98,placed
2024-05-13 22:00:27,12601,634,42.3,5.92,refunded
2024-04-25 05:15:53,10230,1007,12.0,1.56,cancelled
2024-04-24 11:31:47,10236,771,23.45,0.7,placed
2024-04-27 20:32:39,11225,1290,20.45,1.23,paid
2024-06-23 18:09:19,12585,657,32.59,2.93,paid
2024-05-31 12:13:21,11798,1228,30.94,4.95,paid
2024-04-20 19:00:01,12642,1444,23.43,3.51,paid
2024-04-05 22:01:15,10634,851,20.28,0.81,paid
2024-06-17 10:01:41,10990,1372,26.73,6.15,paid
2024-05-26 12:22:58,10126,1423,27.07,2.98,paid
2024-05-24 17:31:56,12356,1447,39.28,6.68,placed
2024-04-11 12:02:04,10566,1181,57.24,5.72,paid
2024-04-08 18:57:21,12394,1013,32.69,4.58,paid
2024-06-10 02:53:37,10242,673,45.92,5.97,paid
2024-06-01 20:19:11,10785,1311,17.11,0.0,cancelled
2024-04-29 12:49:56,10652,1491,45.06,2.7,placed
2024-05-07 15:53:37,11805,840,38.5,0.77,paid
2024-04-05 21:02:05,11142,997,39.89,4.39,paid
2024-05-26 19:18:09,12501,800,26.17,0.0,paid
2024-05-20 08:42:53,10574,1076,29.17,5.25,paid
2024-05-25 06:20:30,12757,696,24.98,3.0,paid
2024-06-15 18:49:40,12159,578,34.1,5.46,paid
2024-05-13 20:26:36,12205,876,28.86,3.75,paid
2024-06-22 23:48:50,11317,1315,11.29,1.69,paid
2024-06-10 20:39:56,11554,513,38.11,5.72,paid
2024-05-28 22:51:34,12103,1324,28.12,3.94,paid
2024-04-11 13:26:27,12021,1354,29.51,6.79,paid
2024-04-16 17:20:01,12905,1305,18.5,0.0,paid
2024-04-10 15:35:12,12813,1479,18.08,1.45,paid
2024-06-08 10:38:43,10866,971,25.95,1.04,paid
2024-05-31 15:37:51,10115,1043,27.54,2.75,placed
2024-04-28 21:30:07,11270,595,29.96,0.0,cancelled
2024-05-05 10:50:10,11035,968,20.65,3.92,placed
2024-05-18 20:51:32,11973,503,35.51,2.84,placed
2024-05-06 08:31:15,12474,1283,30.26,1.82,cancelled
2024-05-12 12:37:18,10889,1120,35.95,5.03,placed
2024-06-11 12:44:01,11045,1122,51.97,4.68,paid
2024-04-14 20:29:46,12963,1339,15.29,1.68,paid
2024-05-14 06:34:15,11055,1146,47.88,7.18,paid
2024-05-24 08:32:02,12551,769,11.99,0.0,paid
2024-05-06 07:43:40,10131,649,41.03,4.51,paid
2024-04-18 00:23:33,10750,918,43.83,7.45,paid
2024-04-16 06:24:09,12334,1353,60.37,12.68,paid
2024-06-13 19:43:28,12755,708,32.18,3.54,paid
2024-06-17 20:02:07,12300,1279,29.62,2.37,paid
2024-04-21 10:52:52,10210,1425,34.64,4.85,paid
2024-05-06 11:46:02,12261,825,33.84,4.74,placed
2024-05-02 10:35:58,11738,1086,21.35,1.92,paid
2024-06-18 20:38:48,10534,807,22.91,0.92,paid
2024-06-09 09:46:02,11965,1091,35.01,3.85,placed
2024-05-21 10:48:57,10700,938,16.92,1.69,paid
2024-06-21 10:13:37,12220,1400,37.54,1.13,paid
2024-06-10 13:55:05,10626,750,61.06,9.16,paid
2024-04-06 10:16:01,11814,1425,14.55,0.15,paid
2024-06-18 19:17:48,12455,854,20.08,1.2,placed
2024-06-15 14:00:20,11156,1025,15.61,0.16,paid
2024-05-19 20:35:43,12163,975,60.84,0.0,paid
2024-05-31 16:52:57,11332,1042,11.73,1.76,paid
2024-04-13 10:03:39,12944,1136,20.32,3.05,cancelled
2024-04-23 04:51:49,10915,752,11.8,2.01,placed
2024-06-14 20:01:12,10224,818,36.03,5.4,paid
2024-06-09 12:45:25,10689,534,20.49,2.87,cancelled
2024-04-18 12:13:55,11022,812,14.95,0.75,paid
2024-04-14 20:34:32,10881,993,42.11,4.63,cancelled
2024-05-27 23:41:01,11691,1045,30.89,0.62,paid
2024-04-25 23:42:16,11593,668,28.54,4.0,cancelled
2024-04-11 19:13:58,11236,1149,11.42,1.83,paid
2024-04-04 23:58:32,12782,1199,52.27,0.0,paid
